Name,Category,Density,AirFlowResistivity,Thickness,MaterialDensity,SolidElasticModulus,SolidPoissonRatio,DampingRatio
FiberGlass 32kg/m3 75mm 12830 Rayl/m,FiberGlass,32,12830,0.075,2530,69000000000,0.276,0.2
FiberGlass 32kg/m3 100mm 12830 Rayl/m,FiberGlass,32,12830,0.1,2530,69000000000,0.276,0.2
FiberGlass 24kg/m3 60mm 9910 Rayl/m,FiberGlass,24,9910,0.06,2530,69000000000,0.276,0.2
FiberGlass 25.70000076kg/m3 70mm 11000 Rayl/m,FiberGlass,25.70000076,11000,0.07,2530,69000000000,0.276,0.2
FiberGlass 24kg/m3 88mm 9910 Rayl/m,FiberGlass,24,9910,0.088,2530,69000000000,0.276,0.2
FiberGlass 24kg/m3 110mm 9910 Rayl/m,FiberGlass,24,9910,0.11,2530,69000000000,0.276,0.2
FiberGlass 200kg/m3 12mm 90000 Rayl/m,FiberGlass,200,90000,0.012,2530,69000000000,0.276,0.2
FiberGlass 28.8kg/m3 50mm 5000 Rayl/m,FiberGlass,28.8,5000,0.05,2530,69000000000,0.276,0.2
FiberGlass 28.3kg/m3 60mm 5000 Rayl/m,FiberGlass,28.3,5000,0.06,2530,69000000000,0.276,0.2
FiberGlass 27.8kg/m3 80mm 5000 Rayl/m,FiberGlass,27.8,5000,0.08,2530,69000000000,0.276,0.2
FiberGlass 21.8kg/m3 45mm 5000 Rayl/m,FiberGlass,21.8,5000,0.045,2530,69000000000,0.276,0.2
FiberGlass 20.6kg/m3 65mm 5000 Rayl/m,FiberGlass,20.6,5000,0.065,2530,69000000000,0.276,0.2
FiberGlass 48kg/m3 50mm 14500 Rayl/m,FiberGlass,48,14500,0.05,2530,69000000000,0.276,0.2
FiberGlass 48kg/m3 80mm 14500 Rayl/m,FiberGlass,48,14500,0.08,2530,69000000000,0.276,0.2
FiberGlass 48kg/m3 100mm 14500 Rayl/m,FiberGlass,48,14500,0.1,2530,69000000000,0.276,0.2
FiberGlass 80kg/m3 50mm 27000 Rayl/m,FiberGlass,80,27000,0.05,2530,69000000000,0.276,0.2
FiberGlass 80kg/m3 100mm 27000 Rayl/m,FiberGlass,80,27000,0.1,2530,69000000000,0.276,0.2
FiberGlass 100kg/m3 50mm 30000 Rayl/m,FiberGlass,100,30000,0.05,2530,69000000000,0.276,0.2
FiberGlass 100kg/m3 100mm 30000 Rayl/m,FiberGlass,100,30000,0.1,2530,69000000000,0.276,0.2
FiberGlass 25kg/m3 40mm 7450 Rayl/m,FiberGlass,25,7450,0.04,2530,69000000000,0.276,0.2
FiberGlass 25kg/m3 50mm 7450 Rayl/m,FiberGlass,25,7450,0.05,2530,69000000000,0.276,0.2
FiberGlass 25kg/m3 80mm 7450 Rayl/m,FiberGlass,25,7450,0.08,2530,69000000000,0.276,0.2
FiberGlass 14kg/m3 40mm 3130 Rayl/m,FiberGlass,14,3130,0.04,2530,69000000000,0.276,0.2
FiberGlass 14kg/m3 50mm 3130 Rayl/m,FiberGlass,14,3130,0.05,2530,69000000000,0.276,0.2
FiberGlass 14kg/m3 80mm 3130 Rayl/m,FiberGlass,14,3130,0.08,2530,69000000000,0.276,0.2
FiberGlass 14kg/m3 90mm 3130 Rayl/m,FiberGlass,14,3130,0.09,2530,69000000000,0.276,0.2
FiberGlass 14kg/m3 100mm 3130 Rayl/m,FiberGlass,14,3130,0.1,2530,69000000000,0.276,0.2
FiberGlass 14kg/m3 120mm 3130 Rayl/m,FiberGlass,14,3130,0.12,2530,69000000000,0.276,0.2
FiberGlass 14kg/m3 150mm 3130 Rayl/m,FiberGlass,14,3130,0.15,2530,69000000000,0.276,0.2
FiberGlass 14kg/m3 170mm 3130 Rayl/m,FiberGlass,14,3130,0.17,2530,69000000000,0.276,0.2
FiberGlass 33kg/m3 50mm 13400 Rayl/m,FiberGlass,33,13400,0.05,2530,69000000000,0.276,0.2
FiberGlass 12kg/m3 75mm 4500 Rayl/m,FiberGlass,12,4500,0.075,2530,69000000000,0.276,0.2
FiberGlass 16kg/m3 75mm 6100 Rayl/m,FiberGlass,16,6100,0.075,2530,69000000000,0.276,0.2
FiberGlass 22kg/m3 75mm 8610 Rayl/m,FiberGlass,22,8610,0.075,2530,69000000000,0.276,0.2
FiberGlass 120kg/m3 50mm 47500 Rayl/m,FiberGlass,120,47500,0.05,2530,69000000000,0.276,0.2
FiberGlass 48kg/m3 50mm 28610 Rayl/m,FiberGlass,48,28610,0.05,2530,69000000000,0.276,0.2
FiberGlass 16kg/m3 100mm 6210 Rayl/m,FiberGlass,16,6210,0.1,2530,69000000000,0.276,0.2
FiberGlass 20kg/m3 50mm 9340 Rayl/m,FiberGlass,20,9340,0.05,2530,69000000000,0.276,0.2
FiberGlass 32kg/m3 25mm 12830 Rayl/m,FiberGlass,32,12830,0.025,2530,69000000000,0.276,0.2
FiberGlass 48kg/m3 25mm 28610 Rayl/m,FiberGlass,48,28610,0.025,2530,69000000000,0.276,0.2
FiberGlass 64kg/m3 25mm 26000 Rayl/m,FiberGlass,64,26000,0.025,2530,69000000000,0.276,0.2
FiberGlass 64kg/m3 50mm 26000 Rayl/m,FiberGlass,64,26000,0.05,2530,69000000000,0.276,0.2
FiberGlass 80kg/m3 25mm 30320 Rayl/m,FiberGlass,80,30320,0.025,2530,69000000000,0.276,0.2
FiberGlass 80kg/m3 50mm 30320 Rayl/m,FiberGlass,80,30320,0.05,2530,69000000000,0.276,0.2
FiberGlass 10kg/m3 76.199997mm 3500 Rayl/m,FiberGlass,10,3500,0.076199997,2530,69000000000,0.276,0.2
FiberGlass 22kg/m3 152mm 8610 Rayl/m,FiberGlass,22,8610,0.152,2530,69000000000,0.276,0.2
FiberGlass 24kg/m3 89mm 9460 Rayl/m,FiberGlass,24,9460,0.089,2530,69000000000,0.276,0.2
FiberGlass 10kg/m3 88.900002mm 1600 Rayl/m,FiberGlass,10,1600,0.088900002,2530,69000000000,0.276,0.2
FiberGlass 96kg/m3 25mm 37820 Rayl/m,FiberGlass,96,37820,0.025,2530,69000000000,0.276,0.2
FiberGlass 96kg/m3 50mm 37820 Rayl/m,FiberGlass,96,37820,0.05,2530,69000000000,0.276,0.2
MetalWool 50kg/m3 10mm 1500 Rayl/m,MetalWool,50,1500,0.01,2600,70000000000,0.31,0.05
MineralWool 150kg/m3 45mm 80000 Rayl/m,MineralWool,150,80000,0.045,3280,62000000000,0.28,0.2
MineralWool 33kg/m3 50mm 11000 Rayl/m,MineralWool,33,11000,0.05,3280,64000000000,0.28,0.2
MineralWool 48kg/m3 50mm 18400 Rayl/m,MineralWool,48,18400,0.05,3280,60000000000,0.28,0.2
MineralWool 60kg/m3 50mm 22000 Rayl/m,MineralWool,60,22000,0.05,3280,60000000000,0.28,0.2
MineralWool 35kg/m3 75mm 17000 Rayl/m,MineralWool,35,17000,0.075,3280,74000000000,0.28,0.2
MineralWool 45kg/m3 50mm 12000 Rayl/m,MineralWool,45,12000,0.05,3280,75000000000,0.28,0.2
MineralWool 70kg/m3 50mm 25000 Rayl/m,MineralWool,70,25000,0.05,3280,60000000000,0.28,0.2
MineralWool 60kg/m3 50mm 22000 Rayl/m,MineralWool,60,22000,0.05,3280,72000000000,0.28,0.2
MineralWool 26kg/m3 60mm 13300 Rayl/m,MineralWool,26,13300,0.06,3280,73000000000,0.28,0.2
MineralWool 26kg/m3 70mm 13300 Rayl/m,MineralWool,26,13300,0.07,3280,68000000000,0.28,0.2
MineralWool 26kg/m3 88mm 13300 Rayl/m,MineralWool,26,13300,0.088,3280,66000000000,0.28,0.2
MineralWool 60kg/m3 50mm 21000 Rayl/m,MineralWool,60,21000,0.05,3280,71000000000,0.28,0.2
MineralWool 80kg/m3 50mm 33000 Rayl/m,MineralWool,80,33000,0.05,3280,73000000000,0.28,0.2
MineralWool 100kg/m3 50mm 53000 Rayl/m,MineralWool,100,53000,0.05,3280,61000000000,0.28,0.2
MineralWool 120kg/m3 50mm 70000 Rayl/m,MineralWool,120,70000,0.05,3280,73000000000,0.28,0.2
MineralWool 33kg/m3 50mm 11000 Rayl/m,MineralWool,33,11000,0.05,3280,62000000000,0.28,0.2
MineralWool 48kg/m3 50mm 18400 Rayl/m,MineralWool,48,18400,0.05,3280,73000000000,0.28,0.2
MineralWool 19.8kg/m3 45mm 5000 Rayl/m,MineralWool,19.8,5000,0.045,3280,73000000000,0.28,0.2
MineralWool 19.5kg/m3 65mm 5000 Rayl/m,MineralWool,19.5,5000,0.065,3280,63000000000,0.28,0.2
MineralWool 20.1kg/m3 85mm 5000 Rayl/m,MineralWool,20.1,5000,0.085,3280,73000000000,0.28,0.2
MineralWool 20.2kg/m3 45mm 5000 Rayl/m,MineralWool,20.2,5000,0.045,3280,74000000000,0.28,0.2
MineralWool 20.6kg/m3 65mm 5000 Rayl/m,MineralWool,20.6,5000,0.065,3280,63000000000,0.28,0.2
MineralWool 20.4kg/m3 80mm 5000 Rayl/m,MineralWool,20.4,5000,0.08,3280,66000000000,0.28,0.2
MineralWool 36.3kg/m3 30mm 5000 Rayl/m,MineralWool,36.3,5000,0.03,3280,73000000000,0.28,0.2
MineralWool 35.8kg/m3 40mm 5000 Rayl/m,MineralWool,35.8,5000,0.04,3280,67000000000,0.28,0.2
MineralWool 35.8kg/m3 50mm 5000 Rayl/m,MineralWool,35.8,5000,0.05,3280,61000000000,0.28,0.2
MineralWool 19kg/m3 60mm 2000 Rayl/m,MineralWool,19,2000,0.06,3280,67000000000,0.28,0.2
MineralWool 18.5kg/m3 80mm 2000 Rayl/m,MineralWool,18.5,2000,0.08,3280,62000000000,0.28,0.2
MineralWool 28.8kg/m3 40mm 5000 Rayl/m,MineralWool,28.8,5000,0.04,3280,73000000000,0.28,0.2
MineralWool 28.8kg/m3 50mm 5000 Rayl/m,MineralWool,28.8,5000,0.05,3280,60000000000,0.28,0.2
MineralWool 60kg/m3 50mm 22000 Rayl/m,MineralWool,60,22000,0.05,3280,65000000000,0.28,0.2
MineralWool 40kg/m3 40mm 20000 Rayl/m,MineralWool,40,20000,0.04,3280,61000000000,0.28,0.2
MineralWool 40kg/m3 40mm 20000 Rayl/m,MineralWool,40,20000,0.04,3280,62000000000,0.28,0.2
MineralWool 60kg/m3 50mm 29000 Rayl/m,MineralWool,60,29000,0.05,3280,75000000000,0.28,0.2
MineralWool 80kg/m3 48mm 36000 Rayl/m,MineralWool,80,36000,0.048,3280,70000000000,0.28,0.2
MineralWool 90kg/m3 40mm 43000 Rayl/m,MineralWool,90,43000,0.04,3280,69000000000,0.28,0.2
MineralWool 100kg/m3 40mm 92000 Rayl/m,MineralWool,100,92000,0.04,3280,65000000000,0.28,0.2
MineralWool 40kg/m3 40mm 20000 Rayl/m,MineralWool,40,20000,0.04,3280,68000000000,0.28,0.2
MineralWool 40kg/m3 40mm 20000 Rayl/m,MineralWool,40,20000,0.04,3280,66000000000,0.28,0.2
MineralWool 60kg/m3 50mm 29000 Rayl/m,MineralWool,60,29000,0.05,3280,62000000000,0.28,0.2
MineralWool 80kg/m3 48mm 36000 Rayl/m,MineralWool,80,36000,0.048,3280,63000000000,0.28,0.2
MineralWool 90kg/m3 40mm 43000 Rayl/m,MineralWool,90,43000,0.04,3280,61000000000,0.28,0.2
MineralWool 100kg/m3 40mm 92000 Rayl/m,MineralWool,100,92000,0.04,3280,61000000000,0.28,0.2
MineralWool 33kg/m3 50mm 13400 Rayl/m,MineralWool,33,13400,0.05,3280,65000000000,0.28,0.2
MineralWool 40kg/m3 50mm 16200 Rayl/m,MineralWool,40,16200,0.05,3280,71000000000,0.28,0.2
MineralWool 48kg/m3 50mm 19400 Rayl/m,MineralWool,48,19400,0.05,3280,70000000000,0.28,0.2
MineralWool 60kg/m3 50mm 24000 Rayl/m,MineralWool,60,24000,0.05,3280,66000000000,0.28,0.2
MineralWool 80kg/m3 50mm 32000 Rayl/m,MineralWool,80,32000,0.05,3280,61000000000,0.28,0.2
MineralWool 100kg/m3 50mm 40000 Rayl/m,MineralWool,100,40000,0.05,3280,74000000000,0.28,0.2
MineralWool 120kg/m3 50mm 47500 Rayl/m,MineralWool,120,47500,0.05,3280,70000000000,0.28,0.2
MineralWool 60.9kg/m3 50.8mm 24100 Rayl/m,MineralWool,60.9,24100,0.0508,3280,71000000000,0.28,0.2
MineralWool 25kg/m3 0mm 5000 Rayl/m,MineralWool,25,5000,,2350,73000000000,0.28,0.2
PolyesterFelt 10kg/m3 100mm 1400 Rayl/m,PolyesterFelt,10,1400,0.1,1390,3235000000,0.43,0.1
PolyesterFelt 9.5kg/m3 100mm 1400 Rayl/m,PolyesterFelt,9.5,1400,0.1,1390,3235000000,0.43,0.1
PolyesterFelt 10kg/m3 60mm 1060 Rayl/m,PolyesterFelt,10,1060,0.06,1390,3235000000,0.43,0.1
PolyesterFelt 13kg/m3 60mm 1320 Rayl/m,PolyesterFelt,13,1320,0.06,1390,3235000000,0.43,0.1
PolyesterFelt 10kg/m3 90mm 1120 Rayl/m,PolyesterFelt,10,1120,0.09,1390,3235000000,0.43,0.1
PolymerFelt 40kg/m3 50mm 4000 Rayl/m,PolymerFelt,40,4000,0.05,1040,2780000000,0.33,0.1
PolymerFelt 20kg/m3 50mm 1000 Rayl/m,PolymerFelt,20,1000,0.05,1040,2780000000,0.33,0.1
PolymerFelt 10kg/m3 50mm 800 Rayl/m,PolymerFelt,10,800,0.05,1040,2780000000,0.33,0.1
PolyesterFelt 10kg/m3 90mm 1770 Rayl/m,PolyesterFelt,10,1770,0.09,1390,3235000000,0.43,0.1
PolyesterFelt 10kg/m3 80mm 1270 Rayl/m,PolyesterFelt,10,1270,0.08,1390,3235000000,0.43,0.1
PolyesterFelt 10.5kg/m3 90mm 1724 Rayl/m,PolyesterFelt,10.5,1724,0.09,1390,3235000000,0.43,0.1
PolyesterFelt 21.60000038kg/m3 90mm 2516 Rayl/m,PolyesterFelt,21.60000038,2516,0.09,1390,3235000000,0.43,0.1
PolyesterFelt 35kg/m3 90mm 5019 Rayl/m,PolyesterFelt,35,5019,0.09,1390,3235000000,0.43,0.1
PolyesterFelt 8.800000191kg/m3 175mm 1550 Rayl/m,PolyesterFelt,8.800000191,1550,0.175,1390,3235000000,0.43,0.1
PolyesterFelt 9.399999619kg/m3 180mm 1700 Rayl/m,PolyesterFelt,9.399999619,1700,0.18,1390,3235000000,0.43,0.1
PolyesterFelt 10.19999981kg/m3 190mm 1950 Rayl/m,PolyesterFelt,10.19999981,1950,0.19,1390,3235000000,0.43,0.1
PolyesterFelt 7.5kg/m3 100mm 546 Rayl/m,PolyesterFelt,7.5,546,0.1,1390,3235000000,0.43,0.1
PolyesterFelt 9.5kg/m3 100mm 767 Rayl/m,PolyesterFelt,9.5,767,0.1,1390,3235000000,0.43,0.1
PolyesterFelt 15.5kg/m3 45mm 700 Rayl/m,PolyesterFelt,15.5,700,0.045,1390,3235000000,0.43,0.1
PolyesterFelt 7.5kg/m3 100mm 750 Rayl/m,PolyesterFelt,7.5,750,0.1,1390,3235000000,0.43,0.1
PolyesterFelt 7.300000191kg/m3 150mm 1100 Rayl/m,PolyesterFelt,7.300000191,1100,0.15,1390,3235000000,0.43,0.1
PolyesterFelt 10kg/m3 140mm 1400 Rayl/m,PolyesterFelt,10,1400,0.14,1390,3235000000,0.43,0.1
PolyesterFelt 11.69999981kg/m3 140mm 1036 Rayl/m,PolyesterFelt,11.69999981,1036,0.14,1390,3235000000,0.43,0.1
PolyesterFelt 15kg/m3 140mm 2100 Rayl/m,PolyesterFelt,15,2100,0.14,1390,3235000000,0.43,0.1
PolyesterFelt 8.899999619kg/m3 190mm 1700 Rayl/m,PolyesterFelt,8.899999619,1700,0.19,1390,3235000000,0.43,0.1
PolyesterFelt 15kg/m3 190mm 710 Rayl/m,PolyesterFelt,15,710,0.19,1390,3235000000,0.43,0.1
PolyesterFelt 25kg/m3 20mm 3091 Rayl/m,PolyesterFelt,25,3091,0.02,1390,3235000000,0.43,0.1
PolyesterFelt 15.5kg/m3 45mm 1560 Rayl/m,PolyesterFelt,15.5,1560,0.045,1390,3235000000,0.43,0.1
PolyesterFelt 60kg/m3 45mm 10906 Rayl/m,PolyesterFelt,60,10906,0.045,1390,3235000000,0.43,0.1
PolyesterFelt 25.20000076kg/m3 115mm 2900 Rayl/m,PolyesterFelt,25.20000076,2900,0.115,1390,3235000000,0.43,0.1
PolyesterFelt 12.69999981kg/m3 165mm 2100 Rayl/m,PolyesterFelt,12.69999981,2100,0.165,1390,3235000000,0.43,0.1
PolyesterFelt 13.89999962kg/m3 165mm 2300 Rayl/m,PolyesterFelt,13.89999962,2300,0.165,1390,3235000000,0.43,0.1
PolyesterFelt 18.79999924kg/m3 95mm 1600 Rayl/m,PolyesterFelt,18.79999924,1600,0.095,1390,3235000000,0.43,0.1
PolyesterFelt 11.60000038kg/m3 30mm 350 Rayl/m,PolyesterFelt,11.60000038,350,0.03,1390,3235000000,0.43,0.1
PolyesterFelt 11.60000038kg/m3 50mm 580 Rayl/m,PolyesterFelt,11.60000038,580,0.05,1390,3235000000,0.43,0.1
PolyesterFelt 12.5kg/m3 60mm 750 Rayl/m,PolyesterFelt,12.5,750,0.06,1390,3235000000,0.43,0.1
PolyesterFelt 12.80000019kg/m3 70mm 900 Rayl/m,PolyesterFelt,12.80000019,900,0.07,1390,3235000000,0.43,0.1
PolyesterFelt 14.30000019kg/m3 70mm 1000 Rayl/m,PolyesterFelt,14.30000019,1000,0.07,1390,3235000000,0.43,0.1
PolyesterFelt 14kg/m3 25mm 4962 Rayl/m,PolyesterFelt,14,4962,0.025,1390,3235000000,0.43,0.1
PolyesterFelt 20kg/m3 20mm 4962 Rayl/m,PolyesterFelt,20,4962,0.02,1390,3235000000,0.43,0.1
PolyesterFelt 20kg/m3 100mm 4962 Rayl/m,PolyesterFelt,20,4962,0.1,1390,3235000000,0.43,0.1
PolyesterFelt 25kg/m3 25mm 5160 Rayl/m,PolyesterFelt,25,5160,0.025,1390,3235000000,0.43,0.1
PolyesterFelt 25kg/m3 75mm 5160 Rayl/m,PolyesterFelt,25,5160,0.075,1390,3235000000,0.43,0.1
PolyesterFelt 32kg/m3 50mm 6647 Rayl/m,PolyesterFelt,32,6647,0.05,1390,3235000000,0.43,0.1
PolyesterFelt 35kg/m3 50mm 7500 Rayl/m,PolyesterFelt,35,7500,0.05,1390,3235000000,0.43,0.1
PolyesterFelt 35kg/m3 25mm 7500 Rayl/m,PolyesterFelt,35,7500,0.025,1390,3235000000,0.43,0.1
PolyesterFelt 35kg/m3 75mm 7500 Rayl/m,PolyesterFelt,35,7500,0.075,1390,3235000000,0.43,0.1
PolyesterFelt 40kg/m3 50mm 7793 Rayl/m,PolyesterFelt,40,7793,0.05,1390,3235000000,0.43,0.1
PolyesterFelt 40kg/m3 100mm 7793 Rayl/m,PolyesterFelt,40,7793,0.1,1390,3235000000,0.43,0.1
PolyesterFelt 48kg/m3 100mm 10233 Rayl/m,PolyesterFelt,48,10233,0.1,1390,3235000000,0.43,0.1
PolyesterFelt 48kg/m3 25mm 10233 Rayl/m,PolyesterFelt,48,10233,0.025,1390,3235000000,0.43,0.1
PolyesterFelt 48kg/m3 50mm 10233 Rayl/m,PolyesterFelt,48,10233,0.05,1390,3235000000,0.43,0.1
PolyesterFelt 15kg/m3 100mm 900 Rayl/m,PolyesterFelt,15,900,0.1,1390,3235000000,0.43,0.1
PolyesterFelt 23kg/m3 120mm 2620 Rayl/m,PolyesterFelt,23,2620,0.12,1390,3235000000,0.43,0.1
PolyesterFelt 20kg/m3 85mm 3670 Rayl/m,PolyesterFelt,20,3670,0.085,1390,3235000000,0.43,0.1
PolyesterFelt 32kg/m3 50mm 6732 Rayl/m,PolyesterFelt,32,6732,0.05,1390,3235000000,0.43,0.1
PolyesterFelt 32kg/m3 100mm 6732 Rayl/m,PolyesterFelt,32,6732,0.1,1390,3235000000,0.43,0.1
PolymerFelt 600kg/m3 100mm 400000 Rayl/m,PolymerFelt,600,400000,0.1,1175,2690000000,0.39,0.1
PolymerFelt 600kg/m3 50mm 400000 Rayl/m,PolymerFelt,600,400000,0.05,1175,2690000000,0.39,0.1
PolymerFelt 600kg/m3 25mm 400000 Rayl/m,PolymerFelt,600,400000,0.025,1175,2690000000,0.39,0.1
PolymerFelt 600kg/m3 75mm 400000 Rayl/m,PolymerFelt,600,400000,0.075,1175,2690000000,0.39,0.1
PolymerFelt 75kg/m3 100mm 25000 Rayl/m,PolymerFelt,75,25000,0.1,1380,3275000000,0.38,0.1
PolymerFelt 75kg/m3 50mm 25000 Rayl/m,PolymerFelt,75,25000,0.05,1380,3275000000,0.38,0.1
PolymerFelt 75kg/m3 25mm 25000 Rayl/m,PolymerFelt,75,25000,0.025,1380,3275000000,0.38,0.1
PolymerFelt 75kg/m3 75mm 25000 Rayl/m,PolymerFelt,75,25000,0.075,1380,3275000000,0.38,0.1
PolymerFoam 9kg/m3 60mm 10000 Rayl/m,PolymerFoam,9,10000,0.06,1570,7000000000,0.35,0.05
PolymerFoam 8.6kg/m3 32mm 10500 Rayl/m,PolymerFoam,8.6,10500,0.032,1570,7000000000,0.35,0.05
PolymerFoam 10.3kg/m3 25.5mm 13100 Rayl/m,PolymerFoam,10.3,13100,0.0255,1570,7000000000,0.35,0.05
PolymerFoam 13.3kg/m3 10.5mm 17500 Rayl/m,PolymerFoam,13.3,17500,0.0105,1570,7000000000,0.35,0.05
PolymerFoam 15kg/m3 100mm 30000 Rayl/m,PolymerFoam,15,30000,0.1,1250,9000000000,0.35,0.05
PolymerFoam 15kg/m3 50mm 30000 Rayl/m,PolymerFoam,15,30000,0.05,1250,9000000000,0.35,0.05
PolymerFoam 15kg/m3 25mm 30000 Rayl/m,PolymerFoam,15,30000,0.025,1250,9000000000,0.35,0.05
PolymerFoam 15kg/m3 75mm 30000 Rayl/m,PolymerFoam,15,30000,0.075,1250,9000000000,0.35,0.05
PolymerFoam 60kg/m3 100mm 100000 Rayl/m,PolymerFoam,60,100000,0.1,1100,9000000000,0.35,0.05
PolymerFoam 60kg/m3 50mm 100000 Rayl/m,PolymerFoam,60,100000,0.05,1100,9000000000,0.35,0.05
PolymerFoam 60kg/m3 25mm 100000 Rayl/m,PolymerFoam,60,100000,0.025,1100,9000000000,0.35,0.05
PolymerFoam 60kg/m3 75mm 100000 Rayl/m,PolymerFoam,60,100000,0.075,1100,9000000000,0.35,0.05
PolymerFoam 25kg/m3 100mm 30000 Rayl/m,PolymerFoam,25,30000,0.1,1240,9000000000,0.35,0.05
PolymerFoam 25kg/m3 50mm 30000 Rayl/m,PolymerFoam,25,30000,0.05,1240,9000000000,0.35,0.05
PolymerFoam 25kg/m3 25mm 30000 Rayl/m,PolymerFoam,25,30000,0.025,1240,9000000000,0.35,0.05
PolymerFoam 25kg/m3 75mm 30000 Rayl/m,PolymerFoam,25,30000,0.075,1240,9000000000,0.35,0.05
PolymerFoam 25kg/m3 100mm 5000 Rayl/m,PolymerFoam,25,5000,0.1,1250,7000000,0.49,0.1
PolymerFoam 25kg/m3 50mm 5000 Rayl/m,PolymerFoam,25,5000,0.05,1250,7000000,0.49,0.1
PolymerFoam 25kg/m3 25mm 5000 Rayl/m,PolymerFoam,25,5000,0.025,1250,7000000,0.49,0.1
PolymerFoam 25kg/m3 75mm 5000 Rayl/m,PolymerFoam,25,5000,0.075,1250,7000000,0.49,0.1
MetalWool 50kg/m3 5mm 1500 Rayl/m,MetalWool,50,1500,0.005,2600,70000000000,0.31,0.05
MetalWool 50kg/m3 15mm 1500 Rayl/m,MetalWool,50,1500,0.015,2600,70000000000,0.31,0.05
